RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_Materials,SMG_Materials,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
183,11,10,1,1,1,1,1,0,1,1,0,4,6,2,1,1,"{""object_names"": [], ""makers"": [], ""materials"": [""tilting bucket""], ""dates"": [], ""places"": [], ""descriptions"": [""designed to furnish a continuous record of the rainfall"", ""The rain entering the 8-in. funnel is led into one of the buckets, which tips over when 0.01 in. of rain has fallen, and the water is deflected into the other bucket."", ""This motion is transmitted to a ratchet which by means of a cam, gradually raises the pen until 1 in. of rain has fallen."", ""When this position is reached the pen returns to zero."", ""The chart is graduated to read 0.05 in. and under normal conditions makes a complete revolution in one week, but if a more open scale is required a different drum may be fitted which revolves once in 24 hours or once in 3.5 days.""], ""other"": [""Inv. 1921-322""]}","{""object_names"": [], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology recording rain gauge"", ""recording rain gauge 1897""], ""other"": []}"
184,15,8,2,2,2,1,2,0,1,1,0,0,6,2,2,2,"{""object_names"": [""EVAPORATION AND RAIN-GAUGES""], ""makers"": [""G. J. Symons, Esq., F.R.S."", ""Dr. Dalton, F.R.S.""], ""materials"": [""circular copper vessels""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""used for nearly half a century"", ""circular copper vessels of 10 in. diam."", ""by means of funnels deliver the rain into receivers set under the stand on which they are placed"", ""evaporation-gauge differs from that for rain in having within it an upright 0.5 in. tube, 4.5 in. in length, connected with the funnel tube"", ""In use, this gauge is filled to the level of the top of this tube and placed at about 1 foot from the rain-gauge, both being set 3.5 in. above ground"", ""With dry weather evaporation causes the water to sink below the level of the top of the tube, and this loss has to be replaced before any water can pass into the receiver"", ""If after a fall of rain a measure be taken of the contents of the receivers of both gauges, the difference will give the amount of water evaporated from the surface of the evaporation-gauge during the dry days.""], ""other"": [""Inv. 1893-130"", ""Symons\u2019s \u201cBritish Rainfall,\u201d 1869 and 1870.""]}","{""object_names"": [""Watson rain gauge and evaporimeter""], ""makers"": [""Watson""], ""materials"": [], ""dates"": [""c. 1845""], ""places"": [], ""descriptions"": [""Meteorology rain-gauge; evaporimeter; rain-gauge; evaporimeter""], ""other"": [""1845""]}"
185,11,10,1,2,1,1,2,2,1,1,1,0,4,2,1,2,"{""object_names"": [""ATMOMETER OR EVAPORIMETER""], ""makers"": [], ""materials"": [""perforated zinc plate"", ""vertical graduated tube""], ""dates"": [""1922""], ""places"": [""Emden""], ""descriptions"": [""designed by Professor Prestel, Emden, for determining the quantity of water evaporating from the surface of water as well as from different kinds of soil"", ""consists of a shallow dish, 15 in. diam., containing a perforated zinc plate, and fitted with a vertical graduated tube"", ""The tube is entirely filled with water, after which it is inverted, and placed in position at the edge of the dish"", ""The tube serves as a reservoir, from which any evaporated liquid is replaced, the variation in the head of water serving to determine the amount of evaporation which has occurred""], ""other"": [""Inv. 1876-754""]}","{""object_names"": [""Atmometer or Evaporimeter""], ""makers"": [""M A F Prestel""], ""materials"": [""Shallow zinc 15-inch dish"", ""zinc perforated plate""], ""dates"": [""1863""], ""places"": [], ""descriptions"": [""Upright graduated tube fixed to the side of the dish"", ""Meteorology evaporimeter""], ""other"": [""evaporimeter"", ""1863""]}"
186,9,13,1,1,2,1,0,1,1,2,1,1,3,4,1,3,"{""object_names"": [""REGISTERING EVAPORIMETER""], ""makers"": [""Prof. D. Ragona""], ""materials"": [], ""dates"": [""1922""], ""places"": [""University of Modena""], ""descriptions"": [""instrument was designed by Prof. Ragona, of the University of Modena, for recording the evaporation taking place from the surface of water."", ""The dish containing water is supported on a balance arm which is maintained horizontal by a counterweight."", ""Decrease in weight due to evaporation causes the dish to rise carrying with it a pen which records the motion on a chart rotated by clockwork.""], ""other"": [""Inv. 1876-731""]}","{""object_names"": [""registering evaporimeter""], ""makers"": [""Prof. [Domenico] Ragona""], ""materials"": [""B & w photograph""], ""dates"": [""ca.1876"", ""24 Feb 1876""], ""places"": [""Osservatorio della Regia Universita di Modena""], ""descriptions"": [""according to the last plan adopted by the inventor, Prof. [Domenico] Ragona"", ""Italian ms. description"", ""3p. on 1 leaf"", ""The items were given to the 1876 Special Loan Exhibition of Scientific Apparatus at the South Kensington Museum""], ""other"": [""Archive photograph"", ""photograph circa 1876""]}"
187,9,9,1,1,1,2,2,0,0,1,0,2,4,1,1,2,"{""object_names"": [""PICKERING'S EVAPORIMETER""], ""makers"": [""L. Casella, Esq.""], ""materials"": [""blotting paper"", ""copper cylinder""], ""dates"": [], ""places"": [], ""descriptions"": [""designed for measuring evaporation under atmospheric conditions from a surface"", ""The surface from which evaporation takes place is a piece of blotting paper 100 mm. long by 50 mm. wide, which is set in a frame above a small copper cylinder containing water."", ""To keep this paper moist there is connected with it a narrow strip of the same material, which dips into the water."", ""The amount of evaporation is read from a glass gauge at the side of the cylinder, which is graduated to express directly by a number of cubic centimetres or cubic inches the evaporation from each square centimetre or square inch of surface.""], ""other"": [""Inv. 1896-66""]}","{""object_names"": [""Pickering standard evaporimeter""], ""makers"": [""L.Casella"", ""Pickering, Spencer P., M.A., F.R.S.""], ""materials"": [], ""dates"": [""1872-1896""], ""places"": [""London, England"", ""United Kingdom""], ""descriptions"": [""standard""], ""other"": [""Meteorology"", ""pickering evaporimeter""]}"
188,13,16,1,3,1,1,4,2,1,1,0,3,5,4,1,2,"{""object_names"": [""PICHE EVAPORIMETER""], ""makers"": [""Messrs. Negretti and Zambra""], ""materials"": [""glass"", ""porous paper"", ""metal clip"", ""water""], ""dates"": [""about 1890""], ""places"": [], ""descriptions"": [""designed about 1890, in order to indicate, in a simple and convenient manner, the amount of evaporation at any place"", ""consists of a graduated cylindrical tube of glass, 8 in. long and closed at one end"", ""The other end is ground flat and covered by a disc of porous paper about three times the diameter of the tube"", ""This is kept in position by a metal clip, provided with a disc of the same diameter as the tube"", ""The instrument is filled with water and hung vertically with the closed end upwards, so that as the water evaporates from the wet paper, small bubbles of air rise in succession to the upper portion of the tube, and the amount evaporated is indicated on the scale of cubic centimetres graduated on the tube""], ""other"": [""Inv. 1921-590""]}","{""object_names"": [""Piche type evaporimeter"", ""evaporimeter - piche type""], ""makers"": [""Negretti & Zambra""], ""materials"": [""case"", ""rough filter papers""], ""dates"": [""1890""], ""places"": [""122 Regent Streer, London, England"", ""Regent Street, City of Westminster, London, England, United Kingdom""], ""descriptions"": [""with case"", ""with box containing rough filter papers"", ""Meteorology evaporimeter"", ""piche type""], ""other"": [""British"", ""box""]}"
189,12,11,2,1,2,2,0,0,1,1,0,3,6,1,1,3,"{""object_names"": [""EVAPORATION GAUGE""], ""makers"": [""W. H. Dines, Esq., F.R.S.""], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Instrument designed and used by Mr. G. Dines for measuring evaporation."", ""Cylindrical vessel placed in a large tank of water to maintain temperature."", ""Cylinder edge set about half an inch above the surface."", ""Rectangular graduated vessel connected by a pipe registers water level."", ""Graduations represent a depth of 0.1 in. of water, but a depth of 0.01 in. can be measured."", ""Overflow pipe provided for rain, leading into the measuring glass of a rain gauge.""], ""other"": [""Inv. 1893-163.""]}","{""object_names"": [""Dines evaporimeter""], ""makers"": [""L. Casella""], ""materials"": [], ""dates"": [], ""places"": [""London, England"", ""London, Greater London, England, United Kingdom""], ""descriptions"": [""Meteorology evaporimeter""], ""other"": [""1871-1875"", ""evaporimeter"", ""evaporimeter""]}"
190,11,26,1,1,1,1,0,5,3,4,2,5,2,7,2,3,"{""object_names"": [""SKY SKETCHES""], ""makers"": [""W. Ascroft""], ""materials"": [], ""dates"": [""September, 1883"", ""September, 1886""], ""places"": [""Java Straits""], ""descriptions"": [""a series of 533"", ""in 72 frames""], ""other"": [""Inv. 1888-156"", ""Metrology Catalogue 1922 Entry""]}","{""object_names"": [""Sky sketches""], ""makers"": [""William Ascroft"", ""Ascroft, William""], ""materials"": [""pastel"", ""coloured, with charcoal and chalk white"", ""buff brown or grey Rowney paper"", ""various sizes, 16x28cm or smaller"", ""72 conservation mounts""], ""dates"": [""September 1883 to September 1886"", ""August 27th, 1883"", ""1883-1886"", ""1883 Sept. 8"", ""1886 Sept. 13"", ""1884 Oct. 4"", ""1883 Nov. 9"", ""1884-1886"", ""1888""], ""places"": [""London"", ""South Kensington Museum"", ""Chelsea London"", ""Greater London, England, United Kingdom""], ""descriptions"": [""illustrating optical phenomena attributed to the eruption at Krakatoa"", ""Collection selected, inscribed and arranged by the artist William Ascroft (1832-1914) for exhibition at South Kensington Museum 1888"", ""Title from his published catalogue, printed by Eyre and Spottiswoode for the South Kensington Museum 1888"", ""Observations from his home in Chelsea London"", ""left unfinished, and with but few exceptions were done directly from nature"", ""Sequences grouped, in given times, including: afterglows; bishop's ring; eclipse of Moon, 1884 Oct. 4; noctilucent clouds; first significant afterglow, 1883 Nov. 9"", ""Selections exhibited, Royal Society Conversazione, 1884-1886; a further six works not in this collection were used as frontispieces for the Royal Society's report on Krakatoa 1888"", ""Art drawing; drawing""], ""other"": [""inv. 1982-686"", ""Science Museum Group Collections Online Entry""]}"
191,9,8,1,1,1,1,0,0,2,1,0,1,4,2,1,2,"{""object_names"": [""GODDARD'S CLOUD MIRROR""], ""makers"": [""J. T. Goddard, Esq.""], ""materials"": [], ""dates"": [""1851"", ""1862 (exhibition date)""], ""places"": [], ""descriptions"": [""The original mirror was devised in 1851 and exhibited at the Great Exhibition of that year."", ""The example here shown was designed and exhibited in 1862, its purpose being to ascertain the direction of motion of clouds."", ""In making observations, the mirror is laid horizontally near a window and set so that the point marked North is directed to the South point of the horizon; the several points will then be reversed."", ""The reflection of the edge of a conspicuous cloud is brought to the centre of the mirror and the point of the compass noted where it passes off the edge. This indicates the direction from which the clouds are approaching.""], ""other"": [""Inv. 1863-1""]}","{""object_names"": [""Cloud mirror, nephoscope""], ""makers"": [""James T. Goddard"", ""Unknown maker""], ""materials"": [], ""dates"": [""1862 (object creation date)""], ""places"": [""Whitton, Richmond upon Thames, Greater London, England, United Kingdom""], ""descriptions"": [""Used for observing cloud direction."", ""Meteorology nephoscope""], ""other"": [""nephoscope 1862"", ""unsigned""]}"
192,13,8,1,1,1,2,2,0,1,1,0,1,5,1,3,2,"{""object_names"": [], ""makers"": [], ""materials"": [""disc of black glass"", ""tripod stand""], ""dates"": [""End of the last century""], ""places"": [], ""descriptions"": [""modification of Fineman\u2019s earlier model"", ""representative of modern reflecting nephoscopes"", ""consists of a disc of black glass mounted on a tripod stand which allows of accurate levelling"", ""vertical pointer, which can be raised or lowered by a rack and pinion motion, is attached to the circumference of the disc in such a manner that it can be rotated about the disc"", ""scale of millimetres engraved on the edge of the pointer gives the height of its tip above the glass surface, and on the glass surface three concentric circles are marked, the radii being in arithmetical progression""], ""other"": [""Inv. 1921-78"", ""S.M. 1433, L.S""]}","{""object_names"": [""Mark I Fineman nephoscope""], ""makers"": [""F. Barker & Son"", ""Fineman, C. G.""], ""materials"": [], ""dates"": [""1881-1890"", ""1891-1890""], ""places"": [""London""], ""descriptions"": [""Meteorology nephoscopes; nephoscopes""], ""other"": [""Mark I"", ""nephoscopes""]}"
193,15,12,1,1,2,2,3,1,1,1,1,1,4,2,3,4,"{""object_names"": [], ""makers"": [""C. G. Fineman"", ""J. L. Rose""], ""materials"": [""black-glass mirror"", ""brass box"", ""compass needle""], ""dates"": [""1922""], ""places"": [""Upsala""], ""descriptions"": [""Designed by C. G. Fineman, and made by J. L. Rose at Upsala."", ""This instrument, for observing the direction and velocity of clouds, was designed by C. G. Fineman, and made by J. L. Rose at Upsala."", ""It is an improvement on Fornioni's nephoscope and consists of a circular black-glass mirror of $2\frac{1}{3}$ in. diameter, on which are marked radial lines in the direction of the principal points of the compass, a dot to indicate the centre of the mirror and two concentric circles set at a distance of 26 mm. from each other."", ""This mirror forms the cover of a shallow brass box, in which is pivoted a compass needle whose point can be seen through a semicircular hole at the N point graduation of the mirror. This arrangement of the compass needle permits of correct orientation of the instrument.""], ""other"": [""Lent by The Royal Meteorological Society"", ""Inv. 1908-194"", ""S.M. 1436, L.S.""]}","{""object_names"": [], ""makers"": [""C. G. Fineman"", ""J. L. Rose""], ""materials"": [""Case forms base for instrument.""], ""dates"": [""1886""], ""places"": [""Uppsala, Sweden""], ""descriptions"": [""designed by C. G. Fineman, made by J. L. Rose, Uppsala, Sweden, 1886."", ""Meteorology nephoscope; nephoscope 1886 Uppsala, Sweden Rose, J. L.; Fineman, C. G.""], ""other"": [""Traveller's pocket nephoscope"", ""1886"", ""Uppsala, Sweden"", ""Rose, J. L.; Fineman, C. G.""]}"
194,12,6,1,1,0,1,0,0,1,1,0,0,7,3,3,0,"{""object_names"": [], ""makers"": [], ""materials"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""direct vision type"", ""designed to facilitate the rapid determination of the direction of motion and velocity of clouds"", ""The rod may be turned by an observer standing at some distance away from it by means of two cords tied to a shorter cross-piece attached to its lower extremity"", ""The velocity-height ratio may be determined by noting the time taken for the cloud to pass from spike to spike"", ""a be the distance between the spikes, v the distance from the upper cross-piece to the marked point on the rod, which has been adjusted to the level of the observer's eye, and t the observed time we have Velocity-height ratio = a / bt"", ""In order that a constant difference of level may be maintained between the cross-piece and the observer's eye, the instrument should be erected on a level site"", ""Lent by The Meteorological Office""], ""other"": [""Inv. 1921-79"", ""S.M. 1435"", ""L.S""]}","{""object_names"": [], ""makers"": [""Besson""], ""materials"": [], ""dates"": [""1897""], ""places"": [], ""descriptions"": [""Meteorology nephoscope"", ""nephoscope""], ""other"": []}"
195,16,9,2,3,3,2,2,1,2,1,0,0,6,2,1,0,"{""object_names"": [""DARWIN-HILL POSITION FINDER"", ""stereometer""], ""makers"": [""The Ministry of Munitions"", ""Sir Horace Darwin, F.R.S."", ""A. V. Hill, Esq., F.R.S.""], ""materials"": [""plate glass"", ""silvered and ruled into centimetre squares""], ""dates"": [""1916"", ""1919-269""], ""places"": [], ""descriptions"": [""primarily used for Anti-aircraft research"", ""enables the position of a body in space to be determined"", ""employed in the observation of clouds"", ""determining the velocity and direction of wind at different altitudes"", ""re-calculating various artillery trajectories by the observation of shell bursts"", ""complete equipment comprises two instruments placed at the extremities of a measured base, and adjusted so as to be in correct alignment"", ""Each instrument consists of a specially selected sheet of plate glass, 2 ft. 4 in. square, the lower surface of which is silvered and ruled into centimetre squares"", ""Two vertical sighting wires are provided to enable the two mirrors after having been levelled to be adjusted, so that the lines of both station instruments are parallel to each other and to the line joining the two stations"", ""The eyepiece, which is carried at a known distance above the mirror on a tripod support, is adjusted vertically over one end of the base line ruling, so that its image in the mirror coincides with this point"", ""The object is observed in the mirror by means of this eyepiece, and the position of the image on the mirror followed by a metal pointer"", ""On the receipt of a pre-determined signal, its position is noted, which, together with a simultaneous observation with the second mirror, enables the position of the object in space to be determined"", ""Two eyepieces are provided at different heights from the mirror, thereby increasing the range of the instrument""], ""other"": [""Inv. 1919-269""]}","{""object_names"": [""Mirror"", ""Meteorology balloon tracking mirror"", ""balloon tracking mirror""], ""makers"": [""Darwin, Sir Horace"", ""Hill, A. V., Major""], ""materials"": [""2'4\"" square""], ""dates"": [""1916""], ""places"": [], ""descriptions"": [""used to track balloons""], ""other"": []}"
196,16,10,2,2,1,2,0,0,2,1,0,3,10,2,1,0,"{""object_names"": [""DARWIN GIMBAL MIRROR""], ""makers"": [""The Ministry of Munitions""], ""materials"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""Embodied the Bennett-Pleydell \u201croof\u201d principle"", ""Altitude can be ascertained by measuring the inclination of two planes capable of rotation about horizontal and parallel axes, situated at the ends of a known base."", ""Complete installation comprises two identical instruments known as the \u201cFar Station\u201d and the \u201cPlotter Station,\u201d and situated a known distance apart."", ""Each instrument consists of a stationary horizontal mirror across the centre of which are drawn two fine lines at right angles to each other"", ""Sights being provided to enable the instruments to be correctly lined up with their axes parallel."", ""Object is observed in the mirror through an eye-piece carried by a long arm having freedom of motion about two horizontal axes."", ""By moving this arm the image is kept on the centre line of the mirror and the inclination of the arm can be read off on a graduated scale over which passes a pointer carried by the arm mounting."", ""This reading, when combined with that of the distant station, enables the altitude of the object under observation to be ascertained."", ""With this instrument, it is impossible to see objects overhead"", ""In addition it is only with great care that an accuracy of 0.1\u00b0 can be attained.""], ""other"": [""Inv. 1919-270""]}","{""object_names"": [""Pair of Darwin gimbal mirrors""], ""makers"": [""Cambridge Scientific Co."", ""Cambridge Scientific Instrument Company Limited""], ""materials"": [], ""dates"": [], ""places"": [""Cambridge, England, United Kingdom""], ""descriptions"": [""Used to track balloons"", ""Meteorology mirrors; mirrors""], ""other"": []}"
197,12,5,1,1,2,2,0,0,2,1,0,0,6,1,1,0,"{""object_names"": [""MASON'S TILTING MIRROR""], ""makers"": [""The Ministry of Munitions""], ""materials"": [], ""dates"": [""1916"", ""1919-271""], ""places"": [], ""descriptions"": [""improvement on the Darwin Gimbal Mirror"", ""to enable an observer to see directly overhead"", ""embodies the Bennett-Pleydell \u201croof\u201d principle"", ""two instruments comprise a complete equipment, the \u201cFar Station\u201d and \u201cPlotter Station,\u201d being identical"", ""plane mirror tilting about a horizontal axis which is perpendicular to the line joining the stations"", ""image of the object under observation is observed in this mirror by a \u201cPlotter\u201d which is carried on an arm free to rotate in a horizontal plane about a vertical axis through the centre of the instrument"", ""\u201cPlotter\u201d is an eye-piece provided with two horizontal and parallel cross-wires between which the image is brought by suitably tilting the mirror with the aid of milled heads"", ""Continual adjustment of the mirror by the observer enables the image to be kept in position mid-way between the cross-wires"", ""inclination of the object is given by a graduated arc on the left of the instrument and a graduated disc in the rear"", ""enables the angle to be read to 0.1\u00b0 and estimated to 0.01\u00b0"", ""possible, while looking horizontally, to observe directly overhead and also backward"", ""provision of a telescope enables the object to be picked up at a greater distance than with other instruments""], ""other"": [""Inv. 1919-271""]}","{""object_names"": [""Mason tilting mirror""], ""makers"": [""Cambridge Scientific Instrument Co.""], ""materials"": [], ""dates"": [""1916""], ""places"": [], ""descriptions"": [""Meteorology tilting mirror""], ""other"": []}"
198,23,8,1,1,2,1,3,0,1,1,4,1,9,2,3,2,"{""object_names"": [], ""makers"": [""The Meteorological Office""], ""materials"": [""copper"", ""silver"", ""German silver"", ""invar steel rod""], ""dates"": [""1922""], ""places"": [""United Kingdom"", ""Canada"", ""Australia"", ""India""], ""descriptions"": [""This instrument, which was devised by Mr. W. H. Dines, F.R.S., for use with registering balloons (*ballons-sondes*), produces a record of air pressure and temperature from which the altitude can be computed."", ""It has been adopted by the Meteorological Offices of the United Kingdom, Canada and Australia, and, with some modifications, by that of India."", ""The meteorograph consists essentially of a small aneroid box mounted in a light frame, one side of the frame carrying a small thin plate on which the record is made, and the other side the recording pens."", ""The plate is electro-plated with copper, and then silver, thereby producing a surface which is free from scratches, and which is not susceptible to corrosion."", ""The thermograph depends for its action on the relative contraction of a strip of thin German silver as compared with the invar steel rod on which it is supported."", ""This motion is multiplied by a lever mounted across the ends of the strips, and communicated to a scratching point, which writes upon the metal record."", ""To facilitate measurement, a second pointer is attached to the invar rod."", ""The fall of pressure is determined by the expansion of an aneroid box, which moves the recording point over the metal record in a direction at right angles to that given by change of temperature."", ""During the descent of the instrument, the points are lifted clear of the plate by an automatic arrangement at a point where the pressure is about 0.95 mgd. per sq. cm. (28 in. of mercury)."", ""In this way, the last 500 m. of the descent is lost, but a record is obtained which is free from blur."", ""The instrument is protected by a bright metal case, and is well ventilated, so as to eliminate the effect of solar radiation."", ""Before the ascent, the meteorograph is calibrated by causing the pen to make marks upon the metal record corresponding with known temperatures and pressures, over the range required."", ""After an ascent has been made, the plate is placed upon the micrometer stage of a special microscope, and corresponding values of temperature and pressure experienced during the ascent can be determined by comparing the record with the calibration marks."", ""To obtain the values of height and temperature, the following equation is employed :""], ""other"": [""Lent by"", ""Inv. 1919-518, S.M. 1426, L.S.""]}","{""object_names"": [], ""makers"": [""Dines, William Henry""], ""materials"": [], ""dates"": [], ""places"": [""Unknown place""], ""descriptions"": [""unsigned"", ""With label (not seen) offering reward to finder.""], ""other"": [""Meteorology meteorograph; meteorograph""]}"
199,15,5,1,1,1,1,1,0,1,1,1,1,7,1,3,0,"{""object_names"": [""barothermo-hygrograph""], ""makers"": [""Richard""], ""materials"": [""Bourdin thermometer tube"", ""hair"", ""aneroid boxes""], ""dates"": [""1922""], ""places"": [""Paris""], ""descriptions"": [""designed by Richard for use in balloons, to give a continuous record of temperature, humidity and altitude"", ""consists of a vertical drum, uniformly rotated by clockwork, upon which is mounted the chart"", ""the upper record is the thermogram"", ""the pen of which is operated by a Bourdin thermometer tube situated beneath the base of the instrument and connected to the pen by a long lever"", ""The hygrogram, which indicates the atmospheric humidity, is recorded by a pen actuated by the expansion or contraction of a length of hair"", ""On the lower record the altitude is recorded in feet, the scale ranging from sea-level to 70,000 ft"", ""A measure of the barometric pressure is provided by a set of three aneroid boxes, the expansion or contraction of which is communicated through a system of levers to the lower pen""], ""other"": [""Lent by Capt. C. J. P. Cave"", ""Inv. 1920-663"", ""S.M. 1428, L.S""]}","{""object_names"": [], ""makers"": [""Richard Fr\u00e8res""], ""materials"": [], ""dates"": [""1886-1903""], ""places"": [""France""], ""descriptions"": [""portable weatherstation""], ""other"": [""Meteorology"", ""meteorograph""]}"
200,12,11,1,3,1,1,0,0,1,1,0,4,6,2,3,0,"{""object_names"": [""BALLOON THEODOLITE, MARK B""], ""makers"": [""Watts & Son""], ""materials"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""This instrument is specially designed for measuring the azimuth and altitude of a pilot balloon at frequent intervals during the ascent."", ""It differs considerably from the surveying theodolite, although constructed on the same general principle."", ""The telescope tube is in two parts, which are at right angles to one another, a prism being placed at the right angle to deflect the rays of light from the object-glass towards the eyepiece."", ""The tube in which the eyepiece is mounted lies in a horizontal plane, and rotates about the vertical axis of the instrument so that, at all altitudes of the balloon, the observer is always looking in a horizontal direction."", ""As the balloon ascent may continue for half an hour, such an arrangement eliminates the discomfort that would otherwise ensue with a straight telescope tube when the observed angular altitudes were considerable."", ""The telescope is set at infinity focus, for after the first half-minute the distance of the balloon from the observer is such that a fixed focus instrument is practicable."", ""If only one theodolite is employed, the path of the balloon can only be determined when its rate of ascent is known; but if two theodolites are employed, preferably separated by a base line of considerable length, the available readings suffice to fix the position of the balloon in space at any observation, and hence to lay down its path.""], ""other"": [""Lent by The Meteorological Office"", ""Inv. 1919-508"", ""S.M. 1427, L.S""]}","{""object_names"": [""Met Office Mk B type balloon theodolite"", ""Balloon theodolite"", ""Meteorology theodolite""], ""makers"": [""E. R. Watts & Son, London""], ""materials"": [], ""dates"": [""1919""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Used by the Meteorological Office."", ""theodolite""], ""other"": []}"
201,9,6,1,2,1,1,1,0,1,1,0,0,4,2,1,0,"{""object_names"": [], ""makers"": [], ""materials"": [""Bourdon thermometer tube""], ""dates"": [], ""places"": [], ""descriptions"": [""designed for obtaining temperatures from a pilot balloon ascent when it is not expected to recover the balloon"", ""fitted with a lever, which at different temperatures makes a contact with a series of studs"", ""Each of these studs is electrically connected to a firework suspended below the balloon, so that the corresponding firework can thus be exploded when the balloon reaches a layer of the atmosphere at some definite temperature"", ""The balloon is observed with theodolites, and the height is determined trigonometrically each time a firework is seen to explode""], ""other"": [""Inv. 1920-720""]}","{""object_names"": [""balloon thermometer"", ""meteorology balloon thermometer""], ""makers"": [""Dr. R Assmann""], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""for use when there is little chance of the balloon being recovered after launch""], ""other"": []}"
202,12,7,1,2,1,1,4,0,1,0,0,0,4,2,1,2,"{""object_names"": [""AIR-COLLECTING APPARATUS""], ""makers"": [""Capt. C. J. P. Cave""], ""materials"": [""Bourdon barometer tube"", ""metal stud"", ""glass tube"", ""platinum wire""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""designed by Teisserenc de Bort for collecting a sample of air at some definite height during the ascent of an unmanned balloon"", ""instrument consists essentially of a Bourdon barometer tube, to which is connected a lever which makes contact with a metal stud when the balloon has ascended to a certain height"", ""A small weight is released electrically and drops on to the finely drawn-out end of a sealed and exhausted glass tube, into which air is thus admitted"", ""As the balloon ascends further, the barometer lever makes contact with another stud, and this causes a current to pass round a coil of platinum wire which is wound round the neck of the glass tube. The heat thus generated enables the neck of the tube to be sealed, enclosing a sample of air.""], ""other"": [""Inv. 1920-719""]}","{""object_names"": [""Teisserenc de Bort air-collecting apparatus""], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Meteorology air-collecting apparatus"", ""air-collecting apparatus Bort, Teisserenc de""], ""other"": [""Teisserenc de Bort air-collecting apparatus"", ""Teisserenc de Bort air-collecting apparatus""]}"
203,18,7,1,1,2,1,3,0,1,1,1,0,8,2,2,2,"{""object_names"": [], ""makers"": [""W. H. Dines, F.R.S."", ""W. N. Shaw, Sc.D., F.R.S.""], ""materials"": [""metal plates"", ""German silver"", ""invar steel bar"", ""aluminium cylinder""], ""dates"": [], ""places"": [""The Meteorological Office"", ""The Region of the British Isles""], ""descriptions"": [""designed by W. H. Dines, F.R.S., for recording on metal plates the temperature and pressure in the free air up to a height of 70,000 feet"", ""The pressure apparatus is an aneroid box, to the centre of which is fixed an upright plate connected with the side of the frame supporting the two writing points"", ""The aneroid itself is attached at the back to the arm of the frame which carries the recording plate"", ""The two arms are joined together by a spring which allows them to open out or close in as pressure decreases or increases"", ""By this movement of pen and plate a record of pressure is scratched upon the latter in accordance with the altitude to which the instrument is carried by the balloon"", ""The temperature apparatus consists of a thin strip of German silver, 5 in. long, which, connected with an invar steel bar, causes by its contraction a pen to move across the plate and by the position of the line scratched by it relative to the datum line the temperature can be ascertained"", ""The frame with the instruments is supported in a light aluminium cylinder some 8 3/4 in. long by 3 in. diameter which is carried up by a toy balloon"", ""A small parachute was attached to the enclosing cylinder with the view of lessening the chance of damage to the instrument on its falling, but this has now been found unnecessary"", ""A card is attached to the apparatus, offering a reward to the finder of it if returned to the Meteorological Office""], ""other"": [""Lent by The Meteorological Office"", ""Inv. 1908-89""]}","{""object_names"": [], ""makers"": [""Dines, William Henry""], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""with 2 Records"", ""Meteorology meteorograph""], ""other"": [""2006"", ""meteorograph 1906""]}"
204,14,7,1,2,1,1,2,0,2,1,2,0,5,2,1,1,"{""object_names"": [], ""makers"": [], ""materials"": [""copper"", ""silver""], ""dates"": [""27th July, 1908"", ""29th July, 1908""], ""places"": [""Crinan, N.B."", ""Limerick""], ""descriptions"": [""records, which were obtained"", ""plates about 1 in. by 1 1/4 in."", ""in order to produce a surface free from scratches and not liable to corrosion even by sea-water"", ""By careful calibration of the instruments by which the records are made, the height of the stratosphere and of ascent, also the temperatures at the lower limit of the stratosphere and at the maximum height, can be obtained.""], ""other"": [""Inv. 1908-89""]}","{""object_names"": [""Balloon meteorograph"", ""meteorograph""], ""makers"": [""Dines, William Henry""], ""materials"": [], ""dates"": [""1906""], ""places"": [], ""descriptions"": [""with 2 Records"", ""Meteorology meteorograph""], ""other"": []}"
